'Elapsed time','V1'
'24:14.478',0.125
'24:14.481',0.125
'24:14.483',0.130
'24:14.486',0.135
'24:14.489',0.130
'24:14.492',0.125
'24:14.494',0.115
'24:14.497',0.120
'24:14.500',0.115
'24:14.503',0.115
'24:14.506',0.125
'24:14.508',0.130
'24:14.511',0.135
'24:14.514',0.130
'24:14.517',0.145
'24:14.519',0.140
'24:14.522',0.130
'24:14.525',0.125
'24:14.528',0.125
'24:14.531',0.120
'24:14.533',0.125
'24:14.536',0.120
'24:14.539',0.105
'24:14.542',0.110
'24:14.544',0.125
'24:14.547',0.135
'24:14.550',0.145
'24:14.553',0.145
'24:14.556',0.140
'24:14.558',0.135
'24:14.561',0.140
'24:14.564',0.135
'24:14.567',0.145
'24:14.569',0.140
'24:14.572',0.145
'24:14.575',0.150
'24:14.578',0.170
'24:14.581',0.185
'24:14.583',0.175
'24:14.586',0.180
'24:14.589',0.180
'24:14.592',0.180
'24:14.594',0.155
'24:14.597',0.145
'24:14.600',0.120
'24:14.603',0.110
'24:14.606',0.115
'24:14.608',0.100
'24:14.611',0.115
'24:14.614',0.115
'24:14.617',0.105
'24:14.619',0.105
'24:14.622',0.100
'24:14.625',0.085
'24:14.628',0.090
'24:14.631',0.095
'24:14.633',0.090
'24:14.636',0.090
'24:14.639',0.095
'24:14.642',0.100
'24:14.644',0.105
'24:14.647',0.115
'24:14.650',0.130
'24:14.653',0.135
'24:14.656',0.150
'24:14.658',0.140
'24:14.661',0.140
'24:14.664',0.125
'24:14.667',0.130
'24:14.669',0.110
'24:14.672',0.115
'24:14.675',0.115
'24:14.678',0.125
'24:14.681',0.110
'24:14.683',0.135
'24:14.686',0.130
'24:14.689',0.110
'24:14.692',0.105
'24:14.694',0.100
'24:14.697',0.110
'24:14.700',0.095
'24:14.703',0.100
'24:14.706',0.110
'24:14.708',0.110
'24:14.711',0.125
'24:14.714',0.130
'24:14.717',0.140
'24:14.719',0.145
'24:14.722',0.140
'24:14.725',0.135
'24:14.728',0.115
'24:14.731',0.110
'24:14.733',0.105
'24:14.736',0.110
'24:14.739',0.110
'24:14.742',0.135
'24:14.744',0.140
'24:14.747',0.150
'24:14.750',0.165
'24:14.753',0.160
'24:14.756',0.180
'24:14.758',0.190
'24:14.761',0.215
'24:14.764',0.240
'24:14.767',0.260
'24:14.769',0.255
'24:14.772',0.250
'24:14.775',0.200
'24:14.778',0.170
'24:14.781',0.100
'24:14.783',0.040
'24:14.786',-0.005
'24:14.789',-0.045
'24:14.792',-0.055
'24:14.794',-0.030
'24:14.797',0.005
'24:14.800',0.060
'24:14.803',0.085
'24:14.806',0.105
'24:14.808',0.140
'24:14.811',0.200
'24:14.814',0.280
'24:14.817',0.425
'24:14.819',0.560
'24:14.822',0.710
'24:14.825',0.800
'24:14.828',0.870
'24:14.831',0.910
'24:14.833',0.955
'24:14.836',0.980
'24:14.839',1.030
'24:14.842',1.050
'24:14.844',1.060
'24:14.847',1.045
'24:14.850',1.005
'24:14.853',0.930
'24:14.856',0.890
'24:14.858',0.810
'24:14.861',0.730
'24:14.864',0.615
'24:14.867',0.515
'24:14.869',0.410
'24:14.872',0.315
'24:14.875',0.250
'24:14.878',0.215
'24:14.881',0.210
'24:14.883',0.205
'24:14.886',0.195
'24:14.889',0.180
'24:14.892',0.170
'24:14.894',0.170
'24:14.897',0.150
'24:14.900',0.135
'24:14.903',0.125
'24:14.906',0.130
'24:14.908',0.130
'24:14.911',0.120
'24:14.914',0.140
'24:14.917',0.135
'24:14.919',0.130
'24:14.922',0.125
'24:14.925',0.110
'24:14.928',0.095
'24:14.931',0.095
'24:14.933',0.095
'24:14.936',0.085
'24:14.939',0.095
'24:14.942',0.095
'24:14.944',0.105
'24:14.947',0.105
'24:14.950',0.110
'24:14.953',0.100
'24:14.956',0.110
'24:14.958',0.100
'24:14.961',0.090
'24:14.964',0.085
'24:14.967',0.090
'24:14.969',0.070
'24:14.972',0.080
'24:14.975',0.075
'24:14.978',0.075
'24:14.981',0.090
'24:14.983',0.090
'24:14.986',0.080
'24:14.989',0.085
'24:14.992',0.085
'24:14.994',0.075
'24:14.997',0.070
'24:15.000',0.060
'24:15.003',0.055
'24:15.006',0.055
'24:15.008',0.050
'24:15.011',0.070
'24:15.014',0.060
'24:15.017',0.080
'24:15.019',0.065
'24:15.022',0.060
'24:15.025',0.055
'24:15.028',0.045
'24:15.031',0.050
'24:15.033',0.025
'24:15.036',0.030
'24:15.039',0.035
'24:15.042',0.035
'24:15.044',0.040
'24:15.047',0.050
'24:15.050',0.055
'24:15.053',0.055
'24:15.056',0.040
'24:15.058',0.035
'24:15.061',0.020
'24:15.064',0.010
'24:15.067',0.010
'24:15.069',-0.005
'24:15.072',-0.005
'24:15.075',-0.005
'24:15.078',-0.005
'24:15.081',0.010
'24:15.083',0.010
'24:15.086',0.005
'24:15.089',0.005
'24:15.092',-0.010
'24:15.094',-0.015
'24:15.097',-0.025
'24:15.100',-0.025
'24:15.103',-0.040
'24:15.106',-0.040
'24:15.108',-0.040
'24:15.111',-0.045
'24:15.114',-0.050
'24:15.117',-0.040
'24:15.119',-0.050
'24:15.122',-0.055
'24:15.125',-0.065
'24:15.128',-0.075
'24:15.131',-0.085
'24:15.133',-0.090
'24:15.136',-0.100
'24:15.139',-0.085
'24:15.142',-0.085
'24:15.144',-0.085
'24:15.147',-0.075
'24:15.150',-0.080
'24:15.153',-0.075
'24:15.156',-0.075
'24:15.158',-0.085
'24:15.161',-0.080
'24:15.164',-0.090
'24:15.167',-0.085
'24:15.169',-0.100
'24:15.172',-0.070
'24:15.175',-0.070
'24:15.178',-0.070
'24:15.181',-0.065
'24:15.183',-0.050
'24:15.186',-0.040
'24:15.189',-0.045
'24:15.192',-0.040
'24:15.194',-0.035
'24:15.197',-0.035
'24:15.200',-0.025
'24:15.203',-0.025
'24:15.206',-0.030
'24:15.208',0.000
'24:15.211',0.000
'24:15.214',0.025
'24:15.217',0.035
'24:15.219',0.035
'24:15.222',0.060
'24:15.225',0.060
'24:15.228',0.065
'24:15.231',0.065
'24:15.233',0.060
'24:15.236',0.065
'24:15.239',0.080
'24:15.242',0.085
'24:15.244',0.110
'24:15.247',0.120
'24:15.250',0.145
'24:15.253',0.135
'24:15.256',0.130
'24:15.258',0.140
'24:15.261',0.135
'24:15.264',0.130
'24:15.267',0.135
'24:15.269',0.120
'24:15.272',0.135
'24:15.275',0.135
'24:15.278',0.145
'24:15.281',0.150
'24:15.283',0.165
'24:15.286',0.155
'24:15.289',0.165
'24:15.292',0.165
'24:15.294',0.150
'24:15.297',0.145
'24:15.300',0.135
'24:15.303',0.115
'24:15.306',0.130
'24:15.308',0.130
'24:15.311',0.135
'24:15.314',0.145
'24:15.317',0.150
'24:15.319',0.155
'24:15.322',0.145
'24:15.325',0.155
'24:15.328',0.145
'24:15.331',0.135
'24:15.333',0.110
'24:15.336',0.115
'24:15.339',0.115
'24:15.342',0.120
'24:15.344',0.135
'24:15.347',0.145
'24:15.350',0.145
'24:15.353',0.140
'24:15.356',0.135
'24:15.358',0.135
'24:15.361',0.130
'24:15.364',0.125
'24:15.367',0.130
'24:15.369',0.130
'24:15.372',0.115
'24:15.375',0.125
'24:15.378',0.135
'24:15.381',0.140
'24:15.383',0.135
'24:15.386',0.145
'24:15.389',0.145
'24:15.392',0.145
'24:15.394',0.130
'24:15.397',0.120
'24:15.400',0.115
'24:15.403',0.110
'24:15.406',0.110
'24:15.408',0.125
'24:15.411',0.130
'24:15.414',0.140
'24:15.417',0.145
'24:15.419',0.140
'24:15.422',0.135
'24:15.425',0.135
'24:15.428',0.130
'24:15.431',0.125
'24:15.433',0.110
'24:15.436',0.115
'24:15.439',0.115
'24:15.442',0.120
'24:15.444',0.130
'24:15.447',0.140
'24:15.450',0.135
'24:15.453',0.135
'24:15.456',0.140
'24:15.458',0.130
'24:15.461',0.115
'24:15.464',0.115
'24:15.467',0.120
'24:15.469',0.120
'24:15.472',0.125
'24:15.475',0.120
'24:15.478',0.125
'24:15.481',0.135
'24:15.483',0.135
'24:15.486',0.120
'24:15.489',0.120
'24:15.492',0.135
'24:15.494',0.115
'24:15.497',0.110
'24:15.500',0.110
'24:15.503',0.095
'24:15.506',0.115
'24:15.508',0.115
'24:15.511',0.115
'24:15.514',0.125
'24:15.517',0.130
'24:15.519',0.125
'24:15.522',0.110
'24:15.525',0.125
'24:15.528',0.115
'24:15.531',0.115
'24:15.533',0.110
'24:15.536',0.100
'24:15.539',0.110
'24:15.542',0.115
'24:15.544',0.120
'24:15.547',0.120
'24:15.550',0.140
'24:15.553',0.140
'24:15.556',0.130
'24:15.558',0.125
'24:15.561',0.120
'24:15.564',0.120
'24:15.567',0.120
'24:15.569',0.105
'24:15.572',0.125
'24:15.575',0.130
'24:15.578',0.140
'24:15.581',0.165
'24:15.583',0.170
'24:15.586',0.165
'24:15.589',0.160
'24:15.592',0.140
'24:15.594',0.105
'24:15.597',0.090
'24:15.600',0.080
'24:15.603',0.070
'24:15.606',0.060
'24:15.608',0.055
'24:15.611',0.070
'24:15.614',0.065
'24:15.617',0.080
'24:15.619',0.080
'24:15.622',0.085
'24:15.625',0.080
'24:15.628',0.060
'24:15.631',0.060
'24:15.633',0.060
'24:15.636',0.060
'24:15.639',0.070
'24:15.642',0.090
'24:15.644',0.100
'24:15.647',0.110
'24:15.650',0.110
'24:15.653',0.110
'24:15.656',0.115
'24:15.658',0.100
'24:15.661',0.095
'24:15.664',0.095
'24:15.667',0.080
'24:15.669',0.075
'24:15.672',0.080
'24:15.675',0.090
'24:15.678',0.090
'24:15.681',0.090
'24:15.683',0.095
'24:15.686',0.100
'24:15.689',0.090
'24:15.692',0.105
'24:15.694',0.085
'24:15.697',0.085
'24:15.700',0.085
'24:15.703',0.085
'24:15.706',0.090
'24:15.708',0.090
'24:15.711',0.100
'24:15.714',0.100
'24:15.717',0.115
'24:15.719',0.110
'24:15.722',0.110
'24:15.725',0.120
'24:15.728',0.120
'24:15.731',0.140
'24:15.733',0.155
'24:15.736',0.185
'24:15.739',0.230
'24:15.742',0.235
'24:15.744',0.245
'24:15.747',0.215
'24:15.750',0.160
'24:15.753',0.085
'24:15.756',0.015
'24:15.758',-0.060
'24:15.761',-0.085
'24:15.764',-0.090
'24:15.767',-0.065
'24:15.769',-0.040
'24:15.772',-0.010
'24:15.775',0.020
'24:15.778',0.080
'24:15.781',0.180
'24:15.783',0.325
'24:15.786',0.485
'24:15.789',0.635
'24:15.792',0.775
'24:15.794',0.870
'24:15.797',0.935
'24:15.800',0.965
'24:15.803',0.985
'24:15.806',1.015
'24:15.808',1.015
'24:15.811',1.005
'24:15.814',0.940
'24:15.817',0.860
'24:15.819',0.785
'24:15.822',0.675
'24:15.825',0.565
'24:15.828',0.450
'24:15.831',0.335
'24:15.833',0.245
'24:15.836',0.180
'24:15.839',0.140
'24:15.842',0.130
'24:15.844',0.125
'24:15.847',0.120
'24:15.850',0.120
'24:15.853',0.125
'24:15.856',0.115
'24:15.858',0.115
'24:15.861',0.080
'24:15.864',0.070
'24:15.867',0.060
'24:15.869',0.055
'24:15.872',0.055
'24:15.875',0.055
'24:15.878',0.045
'24:15.881',0.055
'24:15.883',0.070
'24:15.886',0.060
'24:15.889',0.055
'24:15.892',0.065
'24:15.894',0.045
'24:15.897',0.045
'24:15.900',0.030
'24:15.903',0.030
'24:15.906',0.035
'24:15.908',0.040
'24:15.911',0.050
'24:15.914',0.040
'24:15.917',0.055
'24:15.919',0.055
'24:15.922',0.050
'24:15.925',0.040
'24:15.928',0.030
'24:15.931',0.025
'24:15.933',0.020
'24:15.936',0.025
'24:15.939',0.020
'24:15.942',0.025
'24:15.944',0.025
'24:15.947',0.030
'24:15.950',0.025
'24:15.953',0.030
'24:15.956',0.025
'24:15.958',0.020
'24:15.961',0.005
'24:15.964',0.000
'24:15.967',-0.010
'24:15.969',-0.005
'24:15.972',-0.010
'24:15.975',-0.005
'24:15.978',-0.005
'24:15.981',0.005
'24:15.983',0.010
'24:15.986',0.005
'24:15.989',0.005
'24:15.992',0.005
'24:15.994',-0.005
'24:15.997',-0.025
'24:16.000',-0.020
'24:16.003',-0.030
'24:16.006',-0.025
'24:16.008',-0.020
'24:16.011',-0.015
'24:16.014',-0.025
'24:16.017',-0.015
'24:16.019',-0.025
'24:16.022',-0.025
'24:16.025',-0.030
'24:16.028',-0.045
'24:16.031',-0.060
'24:16.033',-0.055
'24:16.036',-0.060
'24:16.039',-0.070
'24:16.042',-0.070
'24:16.044',-0.060
'24:16.047',-0.060
'24:16.050',-0.065
'24:16.053',-0.065
'24:16.056',-0.075
'24:16.058',-0.070
'24:16.061',-0.085
'24:16.064',-0.100
'24:16.067',-0.110
'24:16.069',-0.115
'24:16.072',-0.130
'24:16.075',-0.120
'24:16.078',-0.100
'24:16.081',-0.110
'24:16.083',-0.110
'24:16.086',-0.120
'24:16.089',-0.120
'24:16.092',-0.130
'24:16.094',-0.140
'24:16.097',-0.130
'24:16.100',-0.145
'24:16.103',-0.145
'24:16.106',-0.150
'24:16.108',-0.145
'24:16.111',-0.130
'24:16.114',-0.130
'24:16.117',-0.125
'24:16.119',-0.125
'24:16.122',-0.120
'24:16.125',-0.135
'24:16.128',-0.140
'24:16.131',-0.135
'24:16.133',-0.140
'24:16.136',-0.140
'24:16.139',-0.135
'24:16.142',-0.125
'24:16.144',-0.120
'24:16.147',-0.105
'24:16.150',-0.105
'24:16.153',-0.085
'24:16.156',-0.090
'24:16.158',-0.070
'24:16.161',-0.080
'24:16.164',-0.065
'24:16.167',-0.080
'24:16.169',-0.070
'24:16.172',-0.060
'24:16.175',-0.045
'24:16.178',-0.020
'24:16.181',-0.015
'24:16.183',0.010
'24:16.186',0.015
'24:16.189',0.015
'24:16.192',0.020
'24:16.194',0.025
'24:16.197',0.020
'24:16.200',0.025
'24:16.203',0.025
'24:16.206',0.040
'24:16.208',0.050
'24:16.211',0.060
'24:16.214',0.080
'24:16.217',0.075
'24:16.219',0.085
'24:16.222',0.085
'24:16.225',0.080
'24:16.228',0.085
'24:16.231',0.070
'24:16.233',0.070
'24:16.236',0.060
'24:16.239',0.060
'24:16.242',0.075
'24:16.244',0.080
'24:16.247',0.090
'24:16.250',0.090
'24:16.253',0.090
'24:16.256',0.090
'24:16.258',0.095
'24:16.261',0.075
'24:16.264',0.065
'24:16.267',0.055
'24:16.269',0.065
'24:16.272',0.050
'24:16.275',0.055
'24:16.278',0.065
'24:16.281',0.065
'24:16.283',0.070
'24:16.286',0.070
'24:16.289',0.075
'24:16.292',0.080
'24:16.294',0.075
'24:16.297',0.060
'24:16.300',0.065
'24:16.303',0.060
'24:16.306',0.060
'24:16.308',0.065
'24:16.311',0.065
'24:16.314',0.070
'24:16.317',0.085
'24:16.319',0.085
'24:16.322',0.085
'24:16.325',0.075
'24:16.328',0.070
'24:16.331',0.070
'24:16.333',0.065
'24:16.336',0.055
'24:16.339',0.060
'24:16.342',0.055
'24:16.344',0.075
'24:16.347',0.085
'24:16.350',0.070
'24:16.353',0.075
'24:16.356',0.080
'24:16.358',0.075
'24:16.361',0.075
'24:16.364',0.080
'24:16.367',0.060
'24:16.369',0.060
'24:16.372',0.080
'24:16.375',0.070
'24:16.378',0.075
'24:16.381',0.080
'24:16.383',0.090
'24:16.386',0.085
'24:16.389',0.085
'24:16.392',0.085
'24:16.394',0.070
'24:16.397',0.070
'24:16.400',0.065
'24:16.403',0.065
'24:16.406',0.070
'24:16.408',0.070
'24:16.411',0.075
'24:16.414',0.075
'24:16.417',0.095
'24:16.419',0.080
'24:16.422',0.090
'24:16.425',0.080
'24:16.428',0.075
'24:16.431',0.080
'24:16.433',0.055
'24:16.436',0.055
'24:16.439',0.065
'24:16.442',0.070
'24:16.444',0.070
'24:16.447',0.075
'24:16.450',0.085
'24:16.453',0.090
'24:16.456',0.085
'24:16.458',0.095
'24:16.461',0.085
'24:16.464',0.075
'24:16.467',0.065
'24:16.469',0.070
'24:16.472',0.080
'24:16.475',0.075
'24:16.478',0.090
'24:16.481',0.080
'24:16.483',0.095
'24:16.486',0.095
'24:16.489',0.110
'24:16.492',0.100
'24:16.494',0.085
'24:16.497',0.080
'24:16.500',0.075
'24:16.503',0.075
'24:16.506',0.085
'24:16.508',0.090
'24:16.511',0.085
'24:16.514',0.085
'24:16.517',0.100
'24:16.519',0.100
'24:16.522',0.090
'24:16.525',0.115
'24:16.528',0.110
'24:16.531',0.095
'24:16.533',0.090
'24:16.536',0.095
'24:16.539',0.110
'24:16.542',0.115
'24:16.544',0.155
'24:16.547',0.150
'24:16.550',0.175
'24:16.553',0.180
'24:16.556',0.170
'24:16.558',0.175
'24:16.561',0.165
'24:16.564',0.130
'24:16.567',0.105
'24:16.569',0.100
'24:16.572',0.090
'24:16.575',0.090
'24:16.578',0.090
'24:16.581',0.090
'24:16.583',0.080
'24:16.586',0.080
'24:16.589',0.070
'24:16.592',0.075
'24:16.594',0.070
'24:16.597',0.065
'24:16.600',0.050
'24:16.603',0.045
'24:16.606',0.045
'24:16.608',0.060
'24:16.611',0.075
'24:16.614',0.100
'24:16.617',0.105
'24:16.619',0.100
'24:16.622',0.095
'24:16.625',0.090
'24:16.628',0.085
'24:16.631',0.050
'24:16.633',0.060
'24:16.636',0.055
'24:16.639',0.060
'24:16.642',0.060
'24:16.644',0.060
'24:16.647',0.065
'24:16.650',0.070
'24:16.653',0.075
'24:16.656',0.075
'24:16.658',0.085
'24:16.661',0.075
'24:16.664',0.065
'24:16.667',0.055
'24:16.669',0.055
'24:16.672',0.055
'24:16.675',0.060
'24:16.678',0.075
'24:16.681',0.080
'24:16.683',0.075
'24:16.686',0.085
'24:16.689',0.075
'24:16.692',0.095
'24:16.694',0.075
'24:16.697',0.080
'24:16.700',0.080
'24:16.703',0.080
'24:16.706',0.090
'24:16.708',0.110
'24:16.711',0.150
'24:16.714',0.190
'24:16.717',0.225
'24:16.719',0.235
'24:16.722',0.230
'24:16.725',0.205
'24:16.728',0.165
'24:16.731',0.105
'24:16.733',0.030
'24:16.736',-0.015
'24:16.739',-0.050
'24:16.742',-0.090
'24:16.744',-0.085
'24:16.747',-0.085
'24:16.750',-0.070
'24:16.753',-0.050
'24:16.756',-0.030
'24:16.758',-0.040
'24:16.761',0.000
'24:16.764',0.045
'24:16.767',0.175
'24:16.769',0.330
'24:16.772',0.495
'24:16.775',0.650
'24:16.778',0.755
'24:16.781',0.840
'24:16.783',0.905
'24:16.786',0.955
'24:16.789',0.970
'24:16.792',0.990
'24:16.794',0.995
'24:16.797',0.975
'24:16.800',0.955
'24:16.803',0.885
'24:16.806',0.830
'24:16.808',0.755
'24:16.811',0.670
'24:16.814',0.585
'24:16.817',0.475
'24:16.819',0.375
'24:16.822',0.290
'24:16.825',0.215
'24:16.828',0.160
'24:16.831',0.155
'24:16.833',0.125
'24:16.836',0.120
'24:16.839',0.105
'24:16.842',0.110
'24:16.844',0.110
'24:16.847',0.105
'24:16.850',0.100
'24:16.853',0.085
'24:16.856',0.080
'24:16.858',0.080
'24:16.861',0.060
'24:16.864',0.060
'24:16.867',0.050
'24:16.869',0.045
'24:16.872',0.035
'24:16.875',0.035
'24:16.878',0.040
'24:16.881',0.040
'24:16.883',0.050
'24:16.886',0.050
'24:16.889',0.040
'24:16.892',0.045
'24:16.894',0.035
'24:16.897',0.025
'24:16.900',0.015
'24:16.903',0.020
'24:16.906',0.020
'24:16.908',0.010
'24:16.911',0.025
'24:16.914',0.025
'24:16.917',0.040
'24:16.919',0.050
'24:16.922',0.035
'24:16.925',0.025
'24:16.928',0.015
'24:16.931',0.025
'24:16.933',0.015
'24:16.936',0.005
'24:16.939',0.000
'24:16.942',0.005
'24:16.944',0.005
'24:16.947',0.005
'24:16.950',0.005
'24:16.953',0.010
'24:16.956',-0.005
'24:16.958',0.010
'24:16.961',-0.005
'24:16.964',-0.015
'24:16.967',-0.030
'24:16.969',-0.025
'24:16.972',-0.020
'24:16.975',-0.030
'24:16.978',-0.020
'24:16.981',-0.015
'24:16.983',-0.020
'24:16.986',-0.015
'24:16.989',-0.025
'24:16.992',-0.015
'24:16.994',-0.025
'24:16.997',-0.035
'24:17.000',-0.050
'24:17.003',-0.065
'24:17.006',-0.060
'24:17.008',-0.060
'24:17.011',-0.055
'24:17.014',-0.045
'24:17.017',-0.045
'24:17.019',-0.045
'24:17.022',-0.060
'24:17.025',-0.055
'24:17.028',-0.070
'24:17.031',-0.080
'24:17.033',-0.095
'24:17.036',-0.105
'24:17.039',-0.100
'24:17.042',-0.105
'24:17.044',-0.105
'24:17.047',-0.105
'24:17.050',-0.100
'24:17.053',-0.115
'24:17.056',-0.110
'24:17.058',-0.125
'24:17.061',-0.130
'24:17.064',-0.135
'24:17.067',-0.140
'24:17.069',-0.140
'24:17.072',-0.145
'24:17.075',-0.150
'24:17.078',-0.150
'24:17.081',-0.150
'24:17.083',-0.140
'24:17.086',-0.135
'24:17.089',-0.150
'24:17.092',-0.145
'24:17.094',-0.140
'24:17.097',-0.150
'24:17.100',-0.165
'24:17.103',-0.165
'24:17.106',-0.160
'24:17.108',-0.160
'24:17.111',-0.160
'24:17.114',-0.145
'24:17.117',-0.145
'24:17.119',-0.140
'24:17.122',-0.130
'24:17.125',-0.135
'24:17.128',-0.120
'24:17.131',-0.120
'24:17.133',-0.125
'24:17.136',-0.115
'24:17.139',-0.100
'24:17.142',-0.095
'24:17.144',-0.075
'24:17.147',-0.065
'24:17.150',-0.060
'24:17.153',-0.045
'24:17.156',-0.040
'24:17.158',-0.030
'24:17.161',-0.040
'24:17.164',-0.035
'24:17.167',-0.035
'24:17.169',-0.020
'24:17.172',-0.015
'24:17.175',0.000
'24:17.178',0.015
'24:17.181',0.025
'24:17.183',0.050
'24:17.186',0.055
'24:17.189',0.055
'24:17.192',0.060
'24:17.194',0.050
'24:17.197',0.050
'24:17.200',0.055
'24:17.203',0.060
'24:17.206',0.060
'24:17.208',0.060
'24:17.211',0.085
'24:17.214',0.090
'24:17.217',0.105
'24:17.219',0.105
'24:17.222',0.095
'24:17.225',0.100
'24:17.228',0.085
'24:17.231',0.080
'24:17.233',0.085
'24:17.236',0.085
'24:17.239',0.075
'24:17.242',0.085
'24:17.244',0.100
'24:17.247',0.100
'24:17.250',0.110
'24:17.253',0.110
'24:17.256',0.100
'24:17.258',0.095
'24:17.261',0.080
'24:17.264',0.085
'24:17.267',0.080
'24:17.269',0.080
'24:17.272',0.075
'24:17.275',0.090
'24:17.278',0.100
'24:17.281',0.100
'24:17.283',0.105
'24:17.286',0.105
'24:17.289',0.100
'24:17.292',0.100
'24:17.294',0.095
'24:17.297',0.090
'24:17.300',0.080
'24:17.303',0.075
'24:17.306',0.085
'24:17.308',0.085
'24:17.311',0.095
'24:17.314',0.085
'24:17.317',0.090
'24:17.319',0.095
'24:17.322',0.105
'24:17.325',0.095
'24:17.328',0.090
'24:17.331',0.085
'24:17.333',0.075
'24:17.336',0.060
'24:17.339',0.060
'24:17.342',0.080
'24:17.344',0.085
'24:17.347',0.090
'24:17.350',0.095
'24:17.353',0.090
'24:17.356',0.090
'24:17.358',0.085
'24:17.361',0.080
'24:17.364',0.065
'24:17.367',0.075
'24:17.369',0.075
'24:17.372',0.080
'24:17.375',0.080
'24:17.378',0.095
'24:17.381',0.095
'24:17.383',0.110
'24:17.386',0.095
'24:17.389',0.095
'24:17.392',0.090
'24:17.394',0.085
'24:17.397',0.085
'24:17.400',0.080
'24:17.403',0.075
'24:17.406',0.080
'24:17.408',0.085
'24:17.411',0.085
'24:17.414',0.085
'24:17.417',0.085
'24:17.419',0.090
'24:17.422',0.090
'24:17.425',0.095
'24:17.428',0.080
'24:17.431',0.080
'24:17.433',0.060
'24:17.436',0.070
'24:17.439',0.070
'24:17.442',0.075
'24:17.444',0.075
'24:17.447',0.095
'24:17.450',0.095
'24:17.453',0.105
'24:17.456',0.100
'24:17.458',0.090
'24:17.461',0.080
'24:17.464',0.075
'24:17.467',0.070
'24:17.469',0.065
'24:17.472',0.065
'24:17.475',0.075
'24:17.478',0.075
'24:17.481',0.080
'24:17.483',0.080
'24:17.486',0.085
'24:17.489',0.090
'24:17.492',0.080
'24:17.494',0.080
'24:17.497',0.060
'24:17.500',0.065
'24:17.503',0.070
'24:17.506',0.065
'24:17.508',0.075
'24:17.511',0.075
'24:17.514',0.080
'24:17.517',0.090
'24:17.519',0.080
'24:17.522',0.095
'24:17.525',0.095
'24:17.528',0.085
'24:17.531',0.065
'24:17.533',0.070
'24:17.536',0.065
'24:17.539',0.070
'24:17.542',0.085
'24:17.544',0.095
'24:17.547',0.115
'24:17.550',0.135
'24:17.553',0.160
'24:17.556',0.155
'24:17.558',0.155
'24:17.561',0.165
'24:17.564',0.150
'24:17.567',0.140
'24:17.569',0.150
'24:17.572',0.130
'24:17.575',0.135
'24:17.578',0.135
'24:17.581',0.135
'24:17.583',0.130
'24:17.586',0.130
'24:17.589',0.110
'24:17.592',0.100
'24:17.594',0.085
'24:17.597',0.070
'24:17.600',0.065
'24:17.603',0.065
'24:17.606',0.065
'24:17.608',0.070
'24:17.611',0.070
'24:17.614',0.080
'24:17.617',0.100
'24:17.619',0.105
'24:17.622',0.105
'24:17.625',0.105
'24:17.628',0.100
'24:17.631',0.080
'24:17.633',0.060
'24:17.636',0.065
'24:17.639',0.060
'24:17.642',0.070
'24:17.644',0.080
'24:17.647',0.085
'24:17.650',0.095
'24:17.653',0.095
'24:17.656',0.090
'24:17.658',0.090
'24:17.661',0.085
'24:17.664',0.075
'24:17.667',0.070
'24:17.669',0.075
'24:17.672',0.060
'24:17.675',0.080
'24:17.678',0.080
'24:17.681',0.080
'24:17.683',0.095
'24:17.686',0.095
'24:17.689',0.105
'24:17.692',0.100
'24:17.694',0.090
'24:17.697',0.100
'24:17.700',0.090
'24:17.703',0.095
'24:17.706',0.095
'24:17.708',0.110
'24:17.711',0.130
'24:17.714',0.155
'24:17.717',0.180
'24:17.719',0.220
'24:17.722',0.220
'24:17.725',0.205
'24:17.728',0.185
'24:17.731',0.140
'24:17.733',0.090
'24:17.736',0.015
'24:17.739',-0.045
'24:17.742',-0.090
'24:17.744',-0.110
'24:17.747',-0.095
'24:17.750',-0.045
'24:17.753',0.015
'24:17.756',0.050
'24:17.758',0.070
'24:17.761',0.090
'24:17.764',0.120
'24:17.767',0.200
'24:17.769',0.320
'24:17.772',0.465
'24:17.775',0.605
'24:17.778',0.730
'24:17.781',0.830
'24:17.783',0.890
'24:17.786',0.940
'24:17.789',0.980
'24:17.792',1.005
'24:17.794',1.015
'24:17.797',1.010
'24:17.800',0.980
'24:17.803',0.930
'24:17.806',0.890
'24:17.808',0.820
'24:17.811',0.765
'24:17.814',0.685
'24:17.817',0.595
'24:17.819',0.490
'24:17.822',0.395
'24:17.825',0.290
'24:17.828',0.210
'24:17.831',0.165
'24:17.833',0.145
'24:17.836',0.125
'24:17.839',0.130
'24:17.842',0.125
'24:17.844',0.130
'24:17.847',0.120
'24:17.850',0.110
'24:17.853',0.105
'24:17.856',0.110
'24:17.858',0.095
'24:17.861',0.085
'24:17.864',0.075
'24:17.867',0.075
'24:17.869',0.050
'24:17.872',0.080
'24:17.875',0.075
'24:17.878',0.075
'24:17.881',0.090
'24:17.883',0.075
'24:17.886',0.090
'24:17.889',0.075
'24:17.892',0.085
'24:17.894',0.070
'24:17.897',0.060
'24:17.900',0.060
'24:17.903',0.050
'24:17.906',0.050
'24:17.908',0.055
'24:17.911',0.060
'24:17.914',0.070
'24:17.917',0.065
'24:17.919',0.060
'24:17.922',0.070
'24:17.925',0.060
'24:17.928',0.050
'24:17.931',0.045
'24:17.933',0.040
'24:17.936',0.030
'24:17.939',0.035
'24:17.942',0.020
'24:17.944',0.045
'24:17.947',0.055
'24:17.950',0.045
