'Elapsed time','V1'
'18:11.597',0.075
'18:11.600',0.160
'18:11.603',0.225
'18:11.606',0.265
'18:11.608',0.300
'18:11.611',0.285
'18:11.614',0.305
'18:11.617',0.325
'18:11.619',0.340
'18:11.622',0.375
'18:11.625',0.380
'18:11.628',0.380
'18:11.631',0.390
'18:11.633',0.390
'18:11.636',0.405
'18:11.639',0.405
'18:11.642',0.430
'18:11.644',0.425
'18:11.647',0.425
'18:11.650',0.440
'18:11.653',0.460
'18:11.656',0.485
'18:11.658',0.480
'18:11.661',0.485
'18:11.664',0.470
'18:11.667',0.485
'18:11.669',0.490
'18:11.672',0.515
'18:11.675',0.525
'18:11.678',0.510
'18:11.681',0.520
'18:11.683',0.530
'18:11.686',0.555
'18:11.689',0.560
'18:11.692',0.560
'18:11.694',0.555
'18:11.697',0.560
'18:11.700',0.570
'18:11.703',0.575
'18:11.706',0.600
'18:11.708',0.595
'18:11.711',0.590
'18:11.714',0.575
'18:11.717',0.580
'18:11.719',0.580
'18:11.722',0.575
'18:11.725',0.575
'18:11.728',0.560
'18:11.731',0.540
'18:11.733',0.535
'18:11.736',0.540
'18:11.739',0.540
'18:11.742',0.525
'18:11.744',0.490
'18:11.747',0.460
'18:11.750',0.450
'18:11.753',0.440
'18:11.756',0.430
'18:11.758',0.405
'18:11.761',0.360
'18:11.764',0.335
'18:11.767',0.320
'18:11.769',0.305
'18:11.772',0.295
'18:11.775',0.280
'18:11.778',0.235
'18:11.781',0.210
'18:11.783',0.190
'18:11.786',0.195
'18:11.789',0.185
'18:11.792',0.175
'18:11.794',0.145
'18:11.797',0.120
'18:11.800',0.125
'18:11.803',0.125
'18:11.806',0.125
'18:11.808',0.115
'18:11.811',0.100
'18:11.814',0.080
'18:11.817',0.085
'18:11.819',0.100
'18:11.822',0.105
'18:11.825',0.110
'18:11.828',0.110
'18:11.831',0.100
'18:11.833',0.105
'18:11.836',0.115
'18:11.839',0.125
'18:11.842',0.125
'18:11.844',0.115
'18:11.847',0.105
'18:11.850',0.105
'18:11.853',0.115
'18:11.856',0.120
'18:11.858',0.125
'18:11.861',0.100
'18:11.864',0.100
'18:11.867',0.110
'18:11.869',0.120
'18:11.872',0.115
'18:11.875',0.130
'18:11.878',0.115
'18:11.881',0.110
'18:11.883',0.110
'18:11.886',0.135
'18:11.889',0.140
'18:11.892',0.125
'18:11.894',0.115
'18:11.897',0.100
'18:11.900',0.105
'18:11.903',0.100
'18:11.906',0.110
'18:11.908',0.110
'18:11.911',0.100
'18:11.914',0.095
'18:11.917',0.100
'18:11.919',0.120
'18:11.922',0.130
'18:11.925',0.120
'18:11.928',0.110
'18:11.931',0.085
'18:11.933',0.095
'18:11.936',0.105
'18:11.939',0.105
'18:11.942',0.110
'18:11.944',0.095
'18:11.947',0.080
'18:11.950',0.085
'18:11.953',0.095
'18:11.956',0.115
'18:11.958',0.095
'18:11.961',0.095
'18:11.964',0.080
'18:11.967',0.085
'18:11.969',0.095
'18:11.972',0.095
'18:11.975',0.095
'18:11.978',0.095
'18:11.981',0.070
'18:11.983',0.070
'18:11.986',0.090
'18:11.989',0.090
'18:11.992',0.085
'18:11.994',0.070
'18:11.997',0.060
'18:12.000',0.065
'18:12.003',0.065
'18:12.006',0.080
'18:12.008',0.080
'18:12.011',0.065
'18:12.014',0.050
'18:12.017',0.055
'18:12.019',0.070
'18:12.022',0.065
'18:12.025',0.065
'18:12.028',0.055
'18:12.031',0.040
'18:12.033',0.055
'18:12.036',0.065
'18:12.039',0.060
'18:12.042',0.065
'18:12.044',0.045
'18:12.047',0.035
'18:12.050',0.040
'18:12.053',0.045
'18:12.056',0.065
'18:12.058',0.060
'18:12.061',0.050
'18:12.064',0.045
'18:12.067',0.035
'18:12.069',0.055
'18:12.072',0.060
'18:12.075',0.050
'18:12.078',0.035
'18:12.081',0.030
'18:12.083',0.025
'18:12.086',0.040
'18:12.089',0.055
'18:12.092',0.055
'18:12.094',0.040
'18:12.097',0.040
'18:12.100',0.035
'18:12.103',0.045
'18:12.106',0.075
'18:12.108',0.060
'18:12.111',0.040
'18:12.114',0.035
'18:12.117',0.045
'18:12.119',0.045
'18:12.122',0.035
'18:12.125',0.010
'18:12.128',-0.005
'18:12.131',-0.025
'18:12.133',-0.040
'18:12.136',-0.020
'18:12.139',-0.005
'18:12.142',-0.015
'18:12.144',-0.020
'18:12.147',-0.045
'18:12.150',-0.040
'18:12.153',-0.025
'18:12.156',-0.010
'18:12.158',-0.015
'18:12.161',-0.020
'18:12.164',-0.020
'18:12.167',-0.010
'18:12.169',0.010
'18:12.172',0.025
'18:12.175',0.030
'18:12.178',0.020
'18:12.181',0.000
'18:12.183',0.020
'18:12.186',0.020
'18:12.189',0.035
'18:12.192',0.025
'18:12.194',0.025
'18:12.197',0.010
'18:12.200',0.015
'18:12.203',0.020
'18:12.206',0.040
'18:12.208',0.035
'18:12.211',0.020
'18:12.214',0.010
'18:12.217',0.000
'18:12.219',0.015
'18:12.222',0.025
'18:12.225',0.035
'18:12.228',0.025
'18:12.231',0.000
'18:12.233',-0.010
'18:12.236',-0.010
'18:12.239',-0.005
'18:12.242',-0.005
'18:12.244',-0.020
'18:12.247',-0.020
'18:12.250',-0.015
'18:12.253',-0.025
'18:12.256',-0.050
'18:12.258',-0.135
'18:12.261',-0.235
'18:12.264',-0.315
'18:12.267',-0.345
'18:12.269',-0.360
'18:12.272',-0.365
'18:12.275',-0.380
'18:12.278',-0.360
'18:12.281',-0.325
'18:12.283',-0.210
'18:12.286',-0.060
'18:12.289',0.045
'18:12.292',0.065
'18:12.294',0.035
'18:12.297',0.000
'18:12.300',-0.025
'18:12.303',-0.030
'18:12.306',0.010
'18:12.308',0.030
'18:12.311',0.020
'18:12.314',0.020
'18:12.317',0.020
'18:12.319',0.020
'18:12.322',0.015
'18:12.325',0.030
'18:12.328',0.025
'18:12.331',0.015
'18:12.333',0.025
'18:12.336',0.030
'18:12.339',0.035
'18:12.342',0.020
'18:12.344',0.010
'18:12.347',-0.005
'18:12.350',-0.005
'18:12.353',0.000
'18:12.356',0.020
'18:12.358',0.010
'18:12.361',0.020
'18:12.364',0.015
'18:12.367',0.015
'18:12.369',0.020
'18:12.372',0.025
'18:12.375',0.010
'18:12.378',-0.005
'18:12.381',-0.020
'18:12.383',-0.020
'18:12.386',-0.015
'18:12.389',0.000
'18:12.392',0.000
'18:12.394',-0.025
'18:12.397',-0.035
'18:12.400',-0.030
'18:12.403',-0.015
'18:12.406',-0.010
'18:12.408',-0.015
'18:12.411',-0.035
'18:12.414',-0.035
'18:12.417',-0.055
'18:12.419',-0.070
'18:12.422',-0.060
'18:12.425',-0.065
'18:12.428',-0.090
'18:12.431',-0.110
'18:12.433',-0.115
'18:12.436',-0.100
'18:12.439',-0.090
'18:12.442',-0.105
'18:12.444',-0.125
'18:12.447',-0.130
'18:12.450',-0.150
'18:12.453',-0.140
'18:12.456',-0.155
'18:12.458',-0.160
'18:12.461',-0.180
'18:12.464',-0.205
'18:12.467',-0.215
'18:12.469',-0.215
'18:12.472',-0.230
'18:12.475',-0.250
'18:12.478',-0.250
'18:12.481',-0.275
'18:12.483',-0.270
'18:12.486',-0.275
'18:12.489',-0.270
'18:12.492',-0.290
'18:12.494',-0.310
'18:12.497',-0.310
'18:12.500',-0.305
'18:12.503',-0.295
'18:12.506',-0.285
'18:12.508',-0.280
'18:12.511',-0.290
'18:12.514',-0.285
'18:12.517',-0.280
'18:12.519',-0.250
'18:12.522',-0.215
'18:12.525',-0.195
'18:12.528',-0.170
'18:12.531',-0.175
'18:12.533',-0.160
'18:12.536',-0.135
'18:12.539',-0.090
'18:12.542',-0.070
'18:12.544',-0.055
'18:12.547',-0.045
'18:12.550',-0.040
'18:12.553',-0.010
'18:12.556',0.015
'18:12.558',0.025
'18:12.561',0.015
'18:12.564',0.025
'18:12.567',0.045
'18:12.569',0.055
'18:12.572',0.080
'18:12.575',0.095
'18:12.578',0.080
'18:12.581',0.055
'18:12.583',0.065
'18:12.586',0.060
'18:12.589',0.080
'18:12.592',0.080
'18:12.594',0.075
'18:12.597',0.070
'18:12.600',0.080
'18:12.603',0.080
'18:12.606',0.095
'18:12.608',0.090
'18:12.611',0.080
'18:12.614',0.055
'18:12.617',0.075
'18:12.619',0.090
'18:12.622',0.110
'18:12.625',0.105
'18:12.628',0.095
'18:12.631',0.080
'18:12.633',0.080
'18:12.636',0.095
'18:12.639',0.100
'18:12.642',0.095
'18:12.644',0.080
'18:12.647',0.065
'18:12.650',0.065
'18:12.653',0.085
'18:12.656',0.085
'18:12.658',0.085
'18:12.661',0.075
'18:12.664',0.055
'18:12.667',0.060
'18:12.669',0.075
'18:12.672',0.095
'18:12.675',0.075
'18:12.678',0.075
'18:12.681',0.060
'18:12.683',0.075
'18:12.686',0.085
'18:12.689',0.095
'18:12.692',0.080
'18:12.694',0.070
'18:12.697',0.060
'18:12.700',0.080
'18:12.703',0.085
'18:12.706',0.095
'18:12.708',0.080
'18:12.711',0.065
'18:12.714',0.045
'18:12.717',0.045
'18:12.719',0.065
'18:12.722',0.065
'18:12.725',0.075
'18:12.728',0.060
'18:12.731',0.060
'18:12.733',0.060
'18:12.736',0.075
'18:12.739',0.085
'18:12.742',0.075
'18:12.744',0.080
'18:12.747',0.065
'18:12.750',0.075
'18:12.753',0.090
'18:12.756',0.085
'18:12.758',0.090
'18:12.761',0.090
'18:12.764',0.080
'18:12.767',0.070
'18:12.769',0.075
'18:12.772',0.085
'18:12.775',0.075
'18:12.778',0.065
'18:12.781',0.040
'18:12.783',0.035
'18:12.786',0.030
'18:12.789',0.020
'18:12.792',0.020
'18:12.794',0.005
'18:12.797',0.015
'18:12.800',0.015
'18:12.803',0.035
'18:12.806',0.030
'18:12.808',0.025
'18:12.811',0.035
'18:12.814',0.040
'18:12.817',0.055
'18:12.819',0.065
'18:12.822',0.080
'18:12.825',0.075
'18:12.828',0.055
'18:12.831',0.050
'18:12.833',0.035
'18:12.836',0.055
'18:12.839',0.075
'18:12.842',0.075
'18:12.844',0.055
'18:12.847',0.060
'18:12.850',0.060
'18:12.853',0.065
'18:12.856',0.080
'18:12.858',0.060
'18:12.861',0.050
'18:12.864',0.035
'18:12.867',0.040
'18:12.869',0.045
'18:12.872',0.050
'18:12.875',0.060
'18:12.878',0.050
'18:12.881',0.040
'18:12.883',0.050
'18:12.886',0.050
'18:12.889',0.060
'18:12.892',0.040
'18:12.894',0.020
'18:12.897',0.000
'18:12.900',0.015
'18:12.903',0.000
'18:12.906',-0.040
'18:12.908',-0.110
'18:12.911',-0.210
'18:12.914',-0.280
'18:12.917',-0.325
'18:12.919',-0.320
'18:12.922',-0.320
'18:12.925',-0.335
'18:12.928',-0.330
'18:12.931',-0.265
'18:12.933',-0.155
'18:12.936',-0.040
'18:12.939',0.060
'18:12.942',0.085
'18:12.944',0.055
'18:12.947',0.000
'18:12.950',-0.010
'18:12.953',-0.015
'18:12.956',0.015
'18:12.958',0.040
'18:12.961',0.060
'18:12.964',0.050
'18:12.967',0.055
'18:12.969',0.065
'18:12.972',0.055
'18:12.975',0.070
'18:12.978',0.055
'18:12.981',0.065
'18:12.983',0.060
'18:12.986',0.065
'18:12.989',0.070
'18:12.992',0.075
'18:12.994',0.070
'18:12.997',0.050
'18:13.000',0.060
'18:13.003',0.075
'18:13.006',0.080
'18:13.008',0.080
'18:13.011',0.050
'18:13.014',0.040
'18:13.017',0.045
'18:13.019',0.050
'18:13.022',0.065
'18:13.025',0.055
'18:13.028',0.040
'18:13.031',0.030
'18:13.033',0.040
'18:13.036',0.050
'18:13.039',0.045
'18:13.042',0.035
'18:13.044',0.030
'18:13.047',0.020
'18:13.050',0.015
'18:13.053',0.025
'18:13.056',0.020
'18:13.058',0.020
'18:13.061',0.000
'18:13.064',-0.005
'18:13.067',-0.010
'18:13.069',0.015
'18:13.072',0.020
'18:13.075',0.000
'18:13.078',-0.020
'18:13.081',-0.045
'18:13.083',-0.050
'18:13.086',-0.045
'18:13.089',-0.040
'18:13.092',-0.050
'18:13.094',-0.065
'18:13.097',-0.080
'18:13.100',-0.090
'18:13.103',-0.085
'18:13.106',-0.095
'18:13.108',-0.110
'18:13.111',-0.140
'18:13.114',-0.165
'18:13.117',-0.175
'18:13.119',-0.165
'18:13.122',-0.160
'18:13.125',-0.170
'18:13.128',-0.185
'18:13.131',-0.215
'18:13.133',-0.220
'18:13.136',-0.220
'18:13.139',-0.205
'18:13.142',-0.225
'18:13.144',-0.250
'18:13.147',-0.260
'18:13.150',-0.255
'18:13.153',-0.255
'18:13.156',-0.235
'18:13.158',-0.230
'18:13.161',-0.240
'18:13.164',-0.230
'18:13.167',-0.215
'18:13.169',-0.195
'18:13.172',-0.160
'18:13.175',-0.125
'18:13.178',-0.115
'18:13.181',-0.105
'18:13.183',-0.085
'18:13.186',-0.050
'18:13.189',-0.010
'18:13.192',0.015
'18:13.194',0.020
'18:13.197',0.040
'18:13.200',0.045
'18:13.203',0.070
'18:13.206',0.095
'18:13.208',0.100
'18:13.211',0.095
'18:13.214',0.080
'18:13.217',0.090
'18:13.219',0.105
'18:13.222',0.135
'18:13.225',0.130
'18:13.228',0.115
'18:13.231',0.115
'18:13.233',0.110
'18:13.236',0.135
'18:13.239',0.140
'18:13.242',0.135
'18:13.244',0.140
'18:13.247',0.140
'18:13.250',0.140
'18:13.253',0.135
'18:13.256',0.145
'18:13.258',0.145
'18:13.261',0.135
'18:13.264',0.120
'18:13.267',0.120
'18:13.269',0.115
'18:13.272',0.120
'18:13.275',0.135
'18:13.278',0.115
'18:13.281',0.120
'18:13.283',0.120
'18:13.286',0.130
'18:13.289',0.145
'18:13.292',0.140
'18:13.294',0.135
'18:13.297',0.120
'18:13.300',0.115
'18:13.303',0.110
'18:13.306',0.120
'18:13.308',0.115
'18:13.311',0.110
'18:13.314',0.110
'18:13.317',0.105
'18:13.319',0.115
'18:13.322',0.125
'18:13.325',0.120
'18:13.328',0.120
'18:13.331',0.110
'18:13.333',0.105
'18:13.336',0.115
'18:13.339',0.115
'18:13.342',0.110
'18:13.344',0.110
'18:13.347',0.085
'18:13.350',0.095
'18:13.353',0.110
'18:13.356',0.115
'18:13.358',0.115
'18:13.361',0.110
'18:13.364',0.090
'18:13.367',0.090
'18:13.369',0.110
'18:13.372',0.110
'18:13.375',0.105
'18:13.378',0.095
'18:13.381',0.080
'18:13.383',0.080
'18:13.386',0.090
'18:13.389',0.110
'18:13.392',0.105
'18:13.394',0.095
'18:13.397',0.080
'18:13.400',0.095
'18:13.403',0.110
'18:13.406',0.130
'18:13.408',0.130
'18:13.411',0.125
'18:13.414',0.135
'18:13.417',0.135
'18:13.419',0.145
'18:13.422',0.170
'18:13.425',0.155
'18:13.428',0.130
'18:13.431',0.080
'18:13.433',0.040
'18:13.436',-0.015
'18:13.439',-0.085
'18:13.442',-0.155
'18:13.444',-0.260
'18:13.447',-0.370
'18:13.450',-0.480
'18:13.453',-0.580
'18:13.456',-0.635
'18:13.458',-0.705
'18:13.461',-0.770
'18:13.464',-0.835
'18:13.467',-0.870
'18:13.469',-0.900
'18:13.472',-0.915
'18:13.475',-0.940
'18:13.478',-1.000
'18:13.481',-1.040
'18:13.483',-1.070
'18:13.486',-1.110
'18:13.489',-1.115
'18:13.492',-1.145
'18:13.494',-1.145
'18:13.497',-1.130
'18:13.500',-1.075
'18:13.503',-1.005
'18:13.506',-0.930
'18:13.508',-0.840
'18:13.511',-0.775
'18:13.514',-0.690
'18:13.517',-0.600
'18:13.519',-0.510
'18:13.522',-0.445
'18:13.525',-0.415
'18:13.528',-0.410
'18:13.531',-0.400
'18:13.533',-0.365
'18:13.536',-0.340
'18:13.539',-0.305
'18:13.542',-0.300
'18:13.544',-0.295
'18:13.547',-0.290
'18:13.550',-0.250
'18:13.553',-0.175
'18:13.556',-0.080
'18:13.558',0.015
'18:13.561',0.095
'18:13.564',0.140
'18:13.567',0.195
'18:13.569',0.245
'18:13.572',0.285
'18:13.575',0.305
'18:13.578',0.310
'18:13.581',0.300
'18:13.583',0.325
'18:13.586',0.335
'18:13.589',0.370
'18:13.592',0.385
'18:13.594',0.375
'18:13.597',0.375
'18:13.600',0.375
'18:13.603',0.385
'18:13.606',0.405
'18:13.608',0.405
'18:13.611',0.405
'18:13.614',0.410
'18:13.617',0.415
'18:13.619',0.430
'18:13.622',0.450
'18:13.625',0.455
'18:13.628',0.450
'18:13.631',0.445
'18:13.633',0.455
'18:13.636',0.480
'18:13.639',0.500
'18:13.642',0.505
'18:13.644',0.505
'18:13.647',0.490
'18:13.650',0.510
'18:13.653',0.520
'18:13.656',0.550
'18:13.658',0.545
'18:13.661',0.550
'18:13.664',0.555
'18:13.667',0.555
'18:13.669',0.565
'18:13.672',0.585
'18:13.675',0.595
'18:13.678',0.580
'18:13.681',0.585
'18:13.683',0.575
'18:13.686',0.595
'18:13.689',0.600
'18:13.692',0.605
'18:13.694',0.585
'18:13.697',0.580
'18:13.700',0.575
'18:13.703',0.585
'18:13.706',0.585
'18:13.708',0.575
'18:13.711',0.555
'18:13.714',0.535
'18:13.717',0.520
'18:13.719',0.515
'18:13.722',0.510
'18:13.725',0.495
'18:13.728',0.470
'18:13.731',0.425
'18:13.733',0.405
'18:13.736',0.385
'18:13.739',0.380
'18:13.742',0.350
'18:13.744',0.325
'18:13.747',0.280
'18:13.750',0.270
'18:13.753',0.245
'18:13.756',0.250
'18:13.758',0.225
'18:13.761',0.185
'18:13.764',0.160
'18:13.767',0.150
'18:13.769',0.150
'18:13.772',0.145
'18:13.775',0.140
'18:13.778',0.130
'18:13.781',0.105
'18:13.783',0.090
'18:13.786',0.105
'18:13.789',0.110
'18:13.792',0.110
'18:13.794',0.100
'18:13.797',0.095
'18:13.800',0.085
'18:13.803',0.100
'18:13.806',0.115
'18:13.808',0.115
'18:13.811',0.120
'18:13.814',0.090
'18:13.817',0.105
'18:13.819',0.120
'18:13.822',0.120
'18:13.825',0.130
'18:13.828',0.120
'18:13.831',0.100
'18:13.833',0.105
'18:13.836',0.110
'18:13.839',0.120
'18:13.842',0.115
'18:13.844',0.120
'18:13.847',0.105
'18:13.850',0.100
'18:13.853',0.120
'18:13.856',0.115
'18:13.858',0.135
'18:13.861',0.120
'18:13.864',0.115
'18:13.867',0.120
'18:13.869',0.135
'18:13.872',0.140
'18:13.875',0.140
'18:13.878',0.120
'18:13.881',0.095
'18:13.883',0.105
'18:13.886',0.120
'18:13.889',0.135
'18:13.892',0.130
'18:13.894',0.115
'18:13.897',0.100
'18:13.900',0.105
'18:13.903',0.120
'18:13.906',0.120
'18:13.908',0.125
'18:13.911',0.110
'18:13.914',0.100
'18:13.917',0.110
'18:13.919',0.100
'18:13.922',0.115
'18:13.925',0.120
'18:13.928',0.105
'18:13.931',0.100
'18:13.933',0.100
'18:13.936',0.105
'18:13.939',0.115
'18:13.942',0.110
'18:13.944',0.105
'18:13.947',0.095
'18:13.950',0.095
'18:13.953',0.095
'18:13.956',0.100
'18:13.958',0.105
'18:13.961',0.100
'18:13.964',0.090
'18:13.967',0.090
'18:13.969',0.100
'18:13.972',0.110
'18:13.975',0.095
'18:13.978',0.085
'18:13.981',0.070
'18:13.983',0.070
'18:13.986',0.085
'18:13.989',0.095
'18:13.992',0.095
'18:13.994',0.080
'18:13.997',0.070
'18:14.000',0.065
'18:14.003',0.075
'18:14.006',0.090
'18:14.008',0.075
'18:14.011',0.065
'18:14.014',0.070
'18:14.017',0.055
'18:14.019',0.065
'18:14.022',0.080
'18:14.025',0.080
'18:14.028',0.080
'18:14.031',0.070
'18:14.033',0.060
'18:14.036',0.060
'18:14.039',0.065
'18:14.042',0.065
'18:14.044',0.055
'18:14.047',0.045
'18:14.050',0.050
'18:14.053',0.060
'18:14.056',0.070
'18:14.058',0.070
'18:14.061',0.075
'18:14.064',0.050
'18:14.067',0.050
'18:14.069',0.065
'18:14.072',0.080
'18:14.075',0.060
'18:14.078',0.060
'18:14.081',0.035
'18:14.083',0.055
'18:14.086',0.050
'18:14.089',0.075
'18:14.092',0.080
'18:14.094',0.065
'18:14.097',0.050
'18:14.100',0.065
'18:14.103',0.080
'18:14.106',0.070
'18:14.108',0.070
'18:14.111',0.060
'18:14.114',0.045
'18:14.117',0.060
'18:14.119',0.065
'18:14.122',0.085
'18:14.125',0.075
'18:14.128',0.060
'18:14.131',0.050
'18:14.133',0.040
'18:14.136',0.040
'18:14.139',0.040
'18:14.142',0.030
'18:14.144',0.010
'18:14.147',-0.005
'18:14.150',-0.015
'18:14.153',-0.020
'18:14.156',0.005
'18:14.158',0.000
'18:14.161',0.000
'18:14.164',-0.015
'18:14.167',-0.030
'18:14.169',-0.015
'18:14.172',0.000
'18:14.175',0.000
'18:14.178',0.005
'18:14.181',0.020
'18:14.183',0.040
'18:14.186',0.050
'18:14.189',0.045
'18:14.192',0.035
'18:14.194',0.010
'18:14.197',0.000
'18:14.200',0.010
'18:14.203',0.025
'18:14.206',0.050
'18:14.208',0.040
'18:14.211',0.040
'18:14.214',0.030
'18:14.217',0.025
'18:14.219',0.030
'18:14.222',0.045
'18:14.225',0.035
'18:14.228',0.020
'18:14.231',0.015
'18:14.233',0.010
'18:14.236',0.015
'18:14.239',0.035
'18:14.242',0.025
'18:14.244',0.025
'18:14.247',0.010
'18:14.250',0.010
'18:14.253',0.010
'18:14.256',0.015
'18:14.258',0.010
'18:14.261',-0.005
'18:14.264',-0.035
'18:14.267',-0.070
'18:14.269',-0.120
'18:14.272',-0.200
'18:14.275',-0.280
'18:14.278',-0.335
'18:14.281',-0.365
'18:14.283',-0.365
'18:14.286',-0.360
'18:14.289',-0.335
'18:14.292',-0.245
'18:14.294',-0.145
'18:14.297',-0.060
'18:14.300',0.035
'18:14.303',0.085
'18:14.306',0.090
'18:14.308',0.045
'18:14.311',-0.005
'18:14.314',-0.035
'18:14.317',-0.015
'18:14.319',0.015
'18:14.322',0.040
'18:14.325',0.055
'18:14.328',0.035
'18:14.331',0.025
'18:14.333',0.025
'18:14.336',0.040
'18:14.339',0.065
'18:14.342',0.050
'18:14.344',0.045
'18:14.347',0.040
'18:14.350',0.030
'18:14.353',0.035
'18:14.356',0.055
'18:14.358',0.050
'18:14.361',0.040
'18:14.364',0.030
'18:14.367',0.020
'18:14.369',0.040
'18:14.372',0.040
'18:14.375',0.035
'18:14.378',0.020
'18:14.381',0.005
'18:14.383',0.000
'18:14.386',0.005
'18:14.389',0.015
'18:14.392',0.015
'18:14.394',0.015
'18:14.397',-0.005
'18:14.400',-0.020
'18:14.403',-0.005
'18:14.406',-0.005
'18:14.408',0.000
'18:14.411',-0.025
'18:14.414',-0.030
'18:14.417',-0.035
'18:14.419',-0.030
'18:14.422',-0.025
'18:14.425',-0.040
'18:14.428',-0.065
'18:14.431',-0.085
'18:14.433',-0.085
'18:14.436',-0.100
'18:14.439',-0.100
'18:14.442',-0.100
'18:14.444',-0.120
'18:14.447',-0.120
'18:14.450',-0.140
'18:14.453',-0.150
'18:14.456',-0.160
'18:14.458',-0.170
'18:14.461',-0.200
'18:14.464',-0.225
'18:14.467',-0.235
'18:14.469',-0.235
'18:14.472',-0.240
'18:14.475',-0.250
'18:14.478',-0.275
'18:14.481',-0.300
'18:14.483',-0.310
'18:14.486',-0.305
'18:14.489',-0.310
'18:14.492',-0.300
'18:14.494',-0.330
'18:14.497',-0.345
'18:14.500',-0.350
'18:14.503',-0.335
'18:14.506',-0.320
'18:14.508',-0.325
'18:14.511',-0.330
'18:14.514',-0.335
'18:14.517',-0.335
'18:14.519',-0.325
'18:14.522',-0.295
'18:14.525',-0.280
'18:14.528',-0.270
'18:14.531',-0.265
'18:14.533',-0.235
'18:14.536',-0.215
'18:14.539',-0.185
'18:14.542',-0.140
'18:14.544',-0.140
'18:14.547',-0.135
'18:14.550',-0.110
'18:14.553',-0.070
'18:14.556',-0.045
'18:14.558',-0.025
'18:14.561',-0.005
'18:14.564',-0.015
'18:14.567',0.005
'18:14.569',0.005
'18:14.572',0.030
'18:14.575',0.040
'18:14.578',0.025
'18:14.581',0.030
'18:14.583',0.035
'18:14.586',0.060
'18:14.589',0.075
'18:14.592',0.070
'18:14.594',0.060
'18:14.597',0.055
'18:14.600',0.050
'18:14.603',0.065
'18:14.606',0.080
'18:14.608',0.080
'18:14.611',0.075
'18:14.614',0.055
'18:14.617',0.060
'18:14.619',0.095
'18:14.622',0.090
'18:14.625',0.095
'18:14.628',0.080
'18:14.631',0.055
'18:14.633',0.070
'18:14.636',0.095
'18:14.639',0.100
'18:14.642',0.090
'18:14.644',0.075
'18:14.647',0.060
'18:14.650',0.070
'18:14.653',0.070
'18:14.656',0.080
'18:14.658',0.085
'18:14.661',0.070
'18:14.664',0.060
'18:14.667',0.080
'18:14.669',0.080
'18:14.672',0.075
'18:14.675',0.070
'18:14.678',0.065
'18:14.681',0.045
'18:14.683',0.050
'18:14.686',0.060
'18:14.689',0.070
'18:14.692',0.065
'18:14.694',0.055
'18:14.697',0.045
'18:14.700',0.050
'18:14.703',0.065
'18:14.706',0.070
'18:14.708',0.070
'18:14.711',0.065
'18:14.714',0.050
'18:14.717',0.045
'18:14.719',0.050
'18:14.722',0.070
'18:14.725',0.075
'18:14.728',0.055
'18:14.731',0.045
'18:14.733',0.045
'18:14.736',0.055
'18:14.739',0.065
'18:14.742',0.060
'18:14.744',0.060
'18:14.747',0.045
'18:14.750',0.040
'18:14.753',0.060
'18:14.756',0.060
'18:14.758',0.065
'18:14.761',0.060
'18:14.764',0.050
'18:14.767',0.050
'18:14.769',0.055
'18:14.772',0.060
'18:14.775',0.055
'18:14.778',0.035
'18:14.781',0.030
'18:14.783',0.010
'18:14.786',0.000
'18:14.789',0.000
'18:14.792',-0.005
'18:14.794',-0.015
'18:14.797',-0.030
'18:14.800',-0.020
'18:14.803',-0.005
'18:14.806',-0.005
'18:14.808',-0.005
'18:14.811',-0.015
'18:14.814',-0.010
'18:14.817',0.005
'18:14.819',0.030
'18:14.822',0.050
'18:14.825',0.040
'18:14.828',0.030
'18:14.831',0.010
'18:14.833',0.015
'18:14.836',0.030
'18:14.839',0.035
'18:14.842',0.045
'18:14.844',0.030
'18:14.847',0.020
'18:14.850',0.020
'18:14.853',0.035
'18:14.856',0.045
'18:14.858',0.050
'18:14.861',0.035
'18:14.864',0.025
'18:14.867',0.020
'18:14.869',0.030
'18:14.872',0.045
'18:14.875',0.035
'18:14.878',0.015
'18:14.881',0.000
'18:14.883',0.005
'18:14.886',0.015
'18:14.889',0.025
'18:14.892',0.015
'18:14.894',0.000
'18:14.897',-0.015
'18:14.900',-0.010
'18:14.903',-0.005
'18:14.906',-0.005
'18:14.908',-0.025
'18:14.911',-0.095
'18:14.914',-0.195
'18:14.917',-0.285
'18:14.919',-0.340
'18:14.922',-0.345
'18:14.925',-0.345
'18:14.928',-0.345
'18:14.931',-0.355
'18:14.933',-0.295
'18:14.936',-0.185
'18:14.939',-0.045
'18:14.942',0.065
'18:14.944',0.105
'18:14.947',0.090
'18:14.950',0.045
'18:14.953',0.005
'18:14.956',-0.025
'18:14.958',-0.030
'18:14.961',-0.020
'18:14.964',-0.005
'18:14.967',0.015
'18:14.969',0.025
'18:14.972',0.035
'18:14.975',0.035
'18:14.978',0.020
'18:14.981',0.030
'18:14.983',0.025
'18:14.986',0.030
'18:14.989',0.040
'18:14.992',0.030
'18:14.994',0.020
'18:14.997',0.020
'18:15.000',0.020
'18:15.003',0.035
'18:15.006',0.045
'18:15.008',0.030
'18:15.011',0.015
'18:15.014',0.005
'18:15.017',0.005
'18:15.019',0.010
'18:15.022',0.025
'18:15.025',0.015
'18:15.028',0.000
'18:15.031',-0.005
'18:15.033',0.010
'18:15.036',0.000
'18:15.039',0.010
'18:15.042',0.010
'18:15.044',-0.010
